project_or_paper	scope	kind	source_path	mtime_local	bytes	sha256	package_path	materialized_from
01_进组总计划_OE1_材料交付	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-17__archive__all-progress-and-group-entry-packages.md	2026-09-17 08:02:17.688809100 -0700	3465	f6809ed442344e74585a3941b150f053b3ed105428a9cf3998c4a9724e89489e	01_进组总计划_OE1_材料交付/任务日志/2026/09/2026-09-17__archive__all-progress-and-group-entry-packages.md	current_source
01_进组总计划_OE1_材料交付/99_其他相关计划与状态	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/INDEX.md	2026-09-17 08:01:31.048900100 -0700	54883	a8eeab387f15d6a83107113a7835f762c0a7517869efafc6068c58456fab9fe7	01_进组总计划_OE1_材料交付/99_其他相关计划与状态/交接与恢复/INDEX.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/2026-09-17__all-progress-and-group-entry-packages__handoff.md	2026-09-17 08:00:33.477539000 -0700	15892	ecca148dcc48a20df20545694f57f9a22e6dce8f04290808f7b7f3e6ca91414f	01_进组总计划_OE1_材料交付/交接与恢复/2026-09-17__all-progress-and-group-entry-packages__handoff.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-17__learning__group-entry-package-import.md	2026-09-17 07:47:49.162697500 -0700	5389	29e02dcd4bee23e70207029f8a9a1ef29bf2fd0cee8e9b5306cd8cb428580e96	01_进组总计划_OE1_材料交付/任务日志/2026/09/2026-09-17__learning__group-entry-package-import.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	其他相关产出	/mnt/d/workspace/Desks/vaults/Research-Garden/learning/group-entry/SOURCES.md	2026-09-17 07:45:40.794953500 -0700	8531	adaa0a4a220753cd201beb25df6fc1d8609ae5852eb3031d5327457b7948a0a4	01_进组总计划_OE1_材料交付/其他/ResearchGardenSnapshot/SOURCES.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	其他相关产出	/mnt/d/workspace/Desks/vaults/Research-Garden/learning/group-entry/FILES.tsv	2026-09-17 07:45:40.786958100 -0700	74362	0e3c4b89f2c9cd1a3156a24d7671f45b195442a6e5d4c8d22aa07810399183bd	01_进组总计划_OE1_材料交付/其他/ResearchGardenSnapshot/FILES.tsv	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	其他相关产出	/mnt/d/workspace/Desks/vaults/Research-Garden/learning/group-entry/LINK_CHECK.md	2026-09-17 07:44:07.895584200 -0700	15918	b28381429edc661841f0b6fafa4a79d49a20d837055f92566b9f6e6cc114c100	01_进组总计划_OE1_材料交付/其他/ResearchGardenSnapshot/LINK_CHECK.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	其他相关产出	/mnt/d/workspace/Desks/vaults/Research-Garden/learning/group-entry/README.md	2026-09-17 07:41:29.163762000 -0700	6116	20efe5901127965e3e69bb3577131aae5169161a547e72be294438d3d8ece04a	01_进组总计划_OE1_材料交付/其他/ResearchGardenSnapshot/README.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-17__engineering__two-desks-base-trial.md	2026-09-17 06:57:19.859598200 -0700	7371	911951412e610ec27c4c3f0880380b87bc377e92c409fc78c8e9f376859b59d2	05_科研台_学习台_工作台支撑/任务日志/2026/09/2026-09-17__engineering__two-desks-base-trial.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/2026-09-17__research__two-desks-purpose-redefinition-proposal.md	2026-09-17 06:51:39.890539200 -0700	19720	550f34596ccf56b256aab01f99134ee2ea60fa3343cd3fd7b4952effd7ec9365	05_科研台_学习台_工作台支撑/计划与决策/2026-09-17__research__two-desks-purpose-redefinition-proposal.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-17__research__two-desks-panorama-and-reference-list-review.md	2026-09-17 06:10:48.308204500 -0700	8025	2101f5441aab0b64895bbc754eec524b053ceaf2a407fe47d6b0026c2127c376	05_科研台_学习台_工作台支撑/任务日志/2026/09/2026-09-17__research__two-desks-panorama-and-reference-list-review.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/two-desks-delta-20260914/README.md	2026-09-17 01:49:38.276723100 -0700	14592	9f7e8fcef2524a5238c6c357548bc891a867735a115909202ecf0b8865143b01	05_科研台_学习台_工作台支撑/计划与决策/two-desks-delta-20260914/README.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-17__archive__research-desk-workbench-global-handoff.md	2026-09-17 01:49:38.237435000 -0700	1933	020f3cabf98f170bfbdd27fe98e4179cb31a006cc378efead286744841351275	05_科研台_学习台_工作台支撑/任务日志/2026/09/2026-09-17__archive__research-desk-workbench-global-handoff.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/2026-09-17__research-desk-workbench-global__handoff.md	2026-09-17 01:49:38.206504300 -0700	9549	bb21b681b522c8a1d28941052a92f0b96094ed55734e8375d5de1691d6ca1402	05_科研台_学习台_工作台支撑/交接与恢复/2026-09-17__research-desk-workbench-global__handoff.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-16__research__research-copilot-cockpit-g0-freeze.md	2026-09-17 01:47:16.813998700 -0700	5530	b32ecf652e0bf7927c21242afcab68159e2bcaca419dddb1902942207675e1f5	05_科研台_学习台_工作台支撑/任务日志/2026/09/2026-09-16__research__research-copilot-cockpit-g0-freeze.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/2026-09-17__research-copilot-cockpit-g0__handoff.md	2026-09-17 01:47:16.784695700 -0700	3148	0bb2ff75830acf8ad46c70aa6ea83974646d40f2f22cbe8e704229ae0e7ea037	05_科研台_学习台_工作台支撑/交接与恢复/2026-09-17__research-copilot-cockpit-g0__handoff.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/2026-09-17__research-copilot-user-trial-save-failure__handoff.md	2026-09-17 01:47:16.756520500 -0700	3416	a5731e2c9d93fb0fc2c0b351c2d741c65229a88a72eb79b5fbd7b9dae8e253e8	05_科研台_学习台_工作台支撑/交接与恢复/2026-09-17__research-copilot-user-trial-save-failure__handoff.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/two-desks-delta-20260914/_review/20260917_cockpit-g0-independent-review.md	2026-09-17 01:35:26.929936300 -0700	4603	30689ad14053d5e0b5cfaac7f141e53b6b841381d5a5f459a2de2d31a55660dd	05_科研台_学习台_工作台支撑/计划与决策/two-desks-delta-20260914/_review/20260917_cockpit-g0-independent-review.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/two-desks-delta-20260914/RESEARCH_COPILOT_G0_FREEZE.md	2026-09-17 01:35:26.882119300 -0700	24707	3b4a029305925872beb8cf5ce9cfaa10bddf797ff2d56938fd6a3bee3c5e5207	05_科研台_学习台_工作台支撑/计划与决策/two-desks-delta-20260914/RESEARCH_COPILOT_G0_FREEZE.md	current_source
01_进组总计划_OE1_材料交付	九月产出_0917学习包已纳入	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-17__research__jinzu-extension-master-contract-and-wave0.md	2026-09-17 01:33:43.596004200 -0700	2835	cddac7d94d86964cc631f09aed3e646e1774925255c4611d3533c2f0613169e1	01_进组总计划_OE1_材料交付/任务日志/2026/09/2026-09-17__research__jinzu-extension-master-contract-and-wave0.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/2026-09-17__research__jinzu-extension-wave1-receipt.md	2026-09-17 01:33:43.572724600 -0700	2268	6eed4d57adf9543cb96addf951e4dab8c73a212fcfe750e034887b43393640f4	01_进组总计划_OE1_材料交付/计划与决策/2026-09-17__research__jinzu-extension-wave1-receipt.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/two-desks-delta-20260914/RESEARCH_COPILOT_PROJECT_COCKPIT_PLAN.md	2026-09-17 01:33:25.764532500 -0700	24051	4eb446c1a23e18ae9fe553574b621f030ffbf3bd0a41c6e1d37366c7eb3b6d94	05_科研台_学习台_工作台支撑/计划与决策/two-desks-delta-20260914/RESEARCH_COPILOT_PROJECT_COCKPIT_PLAN.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/2026-09-17__research__jinzu-extension-master-execution-contract.md	2026-09-17 01:32:32.136930300 -0700	9742	dc76d676cc985d94dc58a5d62ae7affeebfd5eee29c19250ffa47bad87e63580	01_进组总计划_OE1_材料交付/计划与决策/2026-09-17__research__jinzu-extension-master-execution-contract.md	current_source
06_九月研究刷新/02_学术增量与被引_RS	九月新增或相关产出	九月研究刷新	/mnt/d/MyResearch/MAS_Safety_Project/research/map/surveys/rescan_202609/00_SUMMARY.md	2026-09-17 01:32:15.358726500 -0700	1805	e5821364d177636d59c221cbe5853a78f489481b8b62bf26969754806ace067d	06_九月研究刷新/02_学术增量与被引_RS/研究刷新/rescan_202609/00_SUMMARY.md	current_source
06_九月研究刷新/02_学术增量与被引_RS	九月新增或相关产出	九月研究刷新	/mnt/d/MyResearch/MAS_Safety_Project/research/map/surveys/rescan_202609/RSB_deep.md	2026-09-17 01:32:15.342922200 -0700	3367	3ae0a92cdb9c6c29afab1aff4a87fc3ef89adae57c151d0d49df7f1ba44d216f	06_九月研究刷新/02_学术增量与被引_RS/研究刷新/rescan_202609/RSB_deep.md	current_source
06_九月研究刷新/02_学术增量与被引_RS	九月新增或相关产出	九月研究刷新	/mnt/d/MyResearch/MAS_Safety_Project/research/map/surveys/rescan_202609/RSA_incremental.md	2026-09-17 01:32:15.324603100 -0700	1453	803ba3e1d59aedc1e0dee940ea707a8826191fc93e4b97315a44ccc627556da1	06_九月研究刷新/02_学术增量与被引_RS/研究刷新/rescan_202609/RSA_incremental.md	current_source
06_九月研究刷新/01_工业界_IND1	九月新增或相关产出	九月研究刷新	/mnt/d/MyResearch/MAS_Safety_Project/research/map/surveys/industry_scan_202609/IND1_minimal_scan.md	2026-09-17 01:32:15.302163400 -0700	4842	2f9b412ab8fce266b913e0b66f5a3aa27c0ed295a3e5b4600a3af06aadf8dafc	06_九月研究刷新/01_工业界_IND1/研究刷新/industry_scan_202609/IND1_minimal_scan.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/2026-09-17__research__jinzu-extension-wave1-launch-contract.md	2026-09-17 01:13:54.705329700 -0700	3450	f688d7a3034db4f5806d8c44a3f1fdc5007d32173b1b9f32a0bd0207dc9cb65e	01_进组总计划_OE1_材料交付/计划与决策/2026-09-17__research__jinzu-extension-wave1-launch-contract.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/2026-09-17__research__jinzu-extension-wave0-receipt.md	2026-09-17 00:38:54.624642100 -0700	3798	07e5289937d9346f4adc286d77cfcb1a0ddf5220b1610aea683849ee6cf66a05	01_进组总计划_OE1_材料交付/计划与决策/2026-09-17__research__jinzu-extension-wave0-receipt.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/2026-09-17__outreach__oe1-br1-decision-and-draft-ab.md	2026-09-17 00:25:06.159075700 -0700	7859	27fc5c73e698620a07e6c7eaef45348a3b494a04fcd5d00cbb7d9f2b6c081002	01_进组总计划_OE1_材料交付/交接与恢复/2026-09-17__outreach__oe1-br1-decision-and-draft-ab.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	进组交付材料	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/T5_companion_prob_shield.md	2026-09-17 00:21:02.065861800 -0700	14056	ff6a46f147c953d1e3ec7cc8fdf8c2a6017622009222a3b4ba9a82d19453889d	01_进组总计划_OE1_材料交付/进组交付材料/T5_companion_prob_shield.md	current_source
01_进组总计划_OE1_材料交付	九月产出_0917学习包已纳入	项目卡	/mnt/d/MyResearch/MAS_Safety_Project/progress/projects/jinzu-sprint.md	2026-09-17 00:20:55.240239900 -0700	6829	40b6cf6337184e248b4c2fa4f4a31a5e54cebf336c654681f11eee8a12c8064c	01_进组总计划_OE1_材料交付/项目卡/jinzu-sprint.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/2026-09-16__research-copilot-cockpit-plan__handoff.md	2026-09-16 22:42:47.587324300 -0700	4298	dd1648ad7b82d5f68cdbf3af0a472e7dbd99f95d113d4924c8efdfbeb1fc2f59	05_科研台_学习台_工作台支撑/交接与恢复/2026-09-16__research-copilot-cockpit-plan__handoff.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-16__research__research-copilot-reference-integration-plan.md	2026-09-16 22:42:47.572170800 -0700	9187	7c8d502889227f197b3c99b24a6819d00b1add4e1f5ca52f384738e26791888c	05_科研台_学习台_工作台支撑/任务日志/2026/09/2026-09-16__research__research-copilot-reference-integration-plan.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/two-desks-delta-20260914/_review/20260916_cockpit-review-controller-reconciliation.md	2026-09-16 22:35:50.973443900 -0700	4900	51b0e09299aaf1230ec82ab0a1d96220083588c9af899bbec3db8ebb4c515a00	05_科研台_学习台_工作台支撑/计划与决策/two-desks-delta-20260914/_review/20260916_cockpit-review-controller-reconciliation.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-16__audit__research-learning-desks-infrastructure-integration.md	2026-09-16 07:47:58.240074500 -0700	5654	f2b772ab0bfec8086968b3d1ff3bd2c549e7238c8bf53f8e316fd218984a9bfe	05_科研台_学习台_工作台支撑/任务日志/2026/09/2026-09-16__audit__research-learning-desks-infrastructure-integration.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	审计与核验	/mnt/d/MyResearch/MAS_Safety_Project/progress/audits/2026/09/2026-09-16__research-learning-desks-infrastructure-integration/INTEGRATION_AUDIT.md	2026-09-16 07:47:58.222780200 -0700	16057	1eb27639721a254800292af67c1461f118e794ab884a493cb9daad221a93ac4a	05_科研台_学习台_工作台支撑/审计与核验/2026/09/2026-09-16__research-learning-desks-infrastructure-integration/INTEGRATION_AUDIT.md	current_source
05_科研台_学习台_工作台支撑	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/two-desks-delta-20260914/_review/20260916_fable5-independent-review.md	2026-09-16 07:46:02.101395600 -0700	17611	04cfd1bb8ca7033e732f71c243aae2bbccd421b10624fd906e91d47935ad2dbe	05_科研台_学习台_工作台支撑/计划与决策/two-desks-delta-20260914/_review/20260916_fable5-independent-review.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	审计与核验	/mnt/d/MyResearch/MAS_Safety_Project/progress/audits/2026/09/2026-09-16__jinzu-and-research-infra-landscape/LANDSCAPE_AND_PROPOSALS.md	2026-09-16 07:42:47.142554700 -0700	17328	78dca2621d29555bbf70b5091b7a300617dde70086a8f0404c1db0032bf80306	01_进组总计划_OE1_材料交付/审计与核验/2026/09/2026-09-16__jinzu-and-research-infra-landscape/LANDSCAPE_AND_PROPOSALS.md	current_source
01_进组总计划_OE1_材料交付/99_其他相关计划与状态	九月新增或相关产出	计划或决策	/mnt/d/MyResearch/MAS_Safety_Project/progress/decisions/PENDING.md	2026-09-16 07:42:27.349685100 -0700	30673	3d7f015ad0f87c6fb1fd5371ebd79b41e295bebde09e39b5da4536d98a2710e8	01_进组总计划_OE1_材料交付/99_其他相关计划与状态/计划与决策/PENDING.md	current_source
01_进组总计划_OE1_材料交付	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-16__research__jinzu-and-research-infra-landscape-audit.md	2026-09-16 07:42:15.270416000 -0700	7490	8dc2c9cd9489bd4801f10cf5aa5494f555786d8fade08e3500de3eeb8b831867	01_进组总计划_OE1_材料交付/任务日志/2026/09/2026-09-16__research__jinzu-and-research-infra-landscape-audit.md	current_source
02_四论文Ownership主线/00_共享合同_计划_验收	九月新增或相关产出	审计与核验	/mnt/d/MyResearch/MAS_Safety_Project/progress/audits/2026/09/2026-09-15__ownership-v3-controller-acceptance/CONTROLLER_ACCEPTANCE.md	2026-09-16 07:04:12.782405300 -0700	18015	a5765751d2bbb6115f76709c65fbed3c2b19801d7a3780fbc975005192246bff	02_四论文Ownership主线/00_共享合同_计划_验收/审计与核验/2026/09/2026-09-15__ownership-v3-controller-acceptance/CONTROLLER_ACCEPTANCE.md	current_source
02_四论文Ownership主线/00_共享合同_计划_验收	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-16__research__ownership-v3-batch2-remaining-modules-controller-recheck.md	2026-09-16 07:03:23.532864800 -0700	10031	f5794813511ec85ae32dbda69c3e2dd4bc873414aca066bfa01d2df6ae83b227	02_四论文Ownership主线/00_共享合同_计划_验收/任务日志/2026/09/2026-09-16__research__ownership-v3-batch2-remaining-modules-controller-recheck.md	current_source
02_四论文Ownership主线/03_GroundTruth_Sommers	九月新增或相关产出	任务日志	/mnt/d/MyResearch/MAS_Safety_Project/progress/task_logs/2026/09/2026-09-16__research__ground-truth-p0p3-verdict-correction.md	2026-09-16 05:09:28.819980500 -0700	10790	7e94611be7dbeee20dee2e2399c9e7f262ac5089012249c97530b6963546aca9	02_四论文Ownership主线/03_GroundTruth_Sommers/任务日志/2026/09/2026-09-16__research__ground-truth-p0p3-verdict-correction.md	current_source
02_四论文Ownership主线/00_共享合同_计划_验收	九月新增或相关产出	交接与恢复	/mnt/d/MyResearch/MAS_Safety_Project/progress/handoff/2026-09-15__ownership-v3-window-archive/WINDOW-ARCHIVE-MANIFEST-20260915.sha256	2026-09-15 08:04:26.923495700 -0700	689	62dd832085a316c8f9909a4e8f32bcd57c216d9d2c693c68dfb948b044db4843	02_四论文Ownership主线/00_共享合同_计划_验收/交接与恢复/2026-09-15__ownership-v3-window-archive/WINDOW-ARCHIVE-MANIFEST-20260915.sha256	current_source
